"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"SOCIEDADES","L","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","109986.55","123043.82","61390.55","1818.44","40009.76","62820.78","81723.58","54876.45","66344.67","76909.48","44664.73","99512.98","66042.66","120980.33","102723.85","107014.48","101668.41","44789.5","69862.35","49671.92","51494.82","49180.95","40756.84","50980.67","89764.01","105991.18","122931.12","75470.15","95252.19","57868.36","68738.3","63737.0","78805.96","72212.85","55885.17","33670.75","95713.9","138464.55","162423.79","110740.35","125215.58","98168.14","121188.78","100842.93","69974.91","67829.79","71200.55","51765.26","123078.63","203687.73","165512.82","147764.77","101370.08","74076.57","84417.64","82709.36","100764.85","77814.72","59703.09","102539.82","134770.98","267308.29","120254.45","101348.84","94224.32","91743.26","91951.89","64714.03","98063.09","65772.16","51495.58","92733.64","119809.34"
"SOCIEDADES","L","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","5792168.42","4371102.96","3993722.95","2693713.9","1513736.45","1972012.51","2969951.59","2970811.08","3247796.81","3613138.01","3973546.53","3725582.02","5850440.25","4146513.64","4095505.52","4558721.56","3854237.75","4203308.96","4099971.73","4338718.47","4727523.04","5174323.06","4524256.75","5124942.38","6968811.24","4334831.63","4802028.66","4605281.39","4927479.8","5486166.21","5161363.34","5517696.33","5833886.52","5794520.72","5858537.47","6712899.4","8481486.65","6912251.68","5537507.16","5745062.45","5630627.91","8382250.63","8355842.78","8632216.7","6089758.5","5733464.58","5649464.89","6581452.56","8394960.82","7415383.33","1.009331881E7","9966376.03","1.101855245E7","1.147685772E7","8556316.0","8435860.58","8834705.26","7524247.35","7145109.27","8044556.54","1.183984642E7","6248137.11","7226202.4","7264697.3","7771206.68","7595063.74","8316663.44","7917251.28","8162512.53","8318649.13","8883245.91","8912767.38","1.319924319E7"
"SOCIEDADES","L","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","3493.51","8562.4","4170.66","28.35","375.68","316.84","3426.05","1652.57","2903.0","2333.31","5129.63","3362.17","1446.78","3867.47","2925.15","6879.54","1860.32","4094.74","4669.95","3230.11","2273.15","8244.19","646.56","2543.36","2642.95","3321.65","3649.05","3004.78","1148.08","1540.6","1046.14","1413.72","313.58","6507.33","1796.88","611.44","262.79","799.55","583.58","1115.24","2798.31","3878.63","0.0","411.67","94.0","12.65","396.03","4509.15","253.77","80.0","1709.2","1491.16","285.72","193.05","1143.34","","327.15","","368.01","492.74","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","","","",""
"SOCIEDADES","L","INTERESES TRIBUTARIOS","VALOR EFECTIVO","49699.16","24458.26","31586.51","13695.76","19056.66","26873.43","33595.49","22561.43","63681.04","18461.71","101372.04","45514.26","116804.49","23912.6","43529.41","176831.23","19800.59","41986.07","88425.85","68226.51","68215.38","35750.58","32630.73","22404.37","11089.1","15464.54","76442.23","56021.43","30531.96","44492.03","37520.13","17769.11","69321.34","25844.13","16663.35","89808.32","42457.65","207627.3","39311.15","68364.68","26364.58","51380.3","40798.09","23472.25","17214.35","19016.36","9233.45","103757.2","5199.18","1753.41","38698.92","24518.65","7869.8","9373.96","54012.38","8964.97","16241.39","7319.06","24879.66","55824.93","8446.11","16087.66","49054.29","33002.0","57752.66","342977.34","6423.58","7011.58","4309.85","28462.35","7685.03","14941.67","45042.24"
"SOCIEDADES","L","MULTAS TRIBUTARIAS","VALOR EFECTIVO","61889.88","39087.01","43984.85","31111.37","62950.98","49229.09","63425.26","73948.94","56483.14","72909.37","65389.19","42633.72","66860.71","40898.36","47373.76","50560.46","44817.11","58019.48","55391.9","33717.01","69348.88","86687.59","26928.75","45373.06","30707.64","32584.49","73423.86","51128.77","45195.35","49093.18","37170.62","55723.51","114041.1","61603.7","47583.57","56281.52","39525.99","58307.39","45117.7","48273.0","38567.04","45511.01","40404.22","47051.27","32598.97","27759.37","21085.24","50567.49","13606.11","11983.2","15237.19","159870.59","32594.04","41906.82","38108.85","31036.92","34623.86","26439.06","49854.44","27050.49","29828.99","28454.49","36024.91","55454.18","44689.64","27807.7","108327.44","32728.96","45430.54","30741.33","71527.35","53602.09","45505.82"
"SOCIEDADES","L","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","971.62","1320.4","670.61","8831.02","130.0","1257.42","5900.0","795.0","4610.0","2461.2","1240.0","1455.27","3395.25","2509.48","877.57","4903.0","1292.0","2046.0","2973.5","3621.72","3514.58","1685.36","7455.96","642.62","4640.93","2002.69","6350.07","2332.3","2980.88","2776.89","1709.15","28903.49","2674.62","1928.98","2359.86","1311.5","9325.22","2704.73","1914.0","989.12","4249.41","8394.98","4053.63","2692.45","2456.25","4738.85","4102.0","2145.9","4354.45","2925.86","10919.9","6950.46","27289.45","4542.34","4840.24","2667.1","5021.62","2872.67","2658.09","4763.69","5142.34","35573.28","2093.62","3330.12","4508.34","8999.14","4362.0","22264.33","10353.33","6678.67","3985.36","6199.9","8821.31"
"SOCIEDADES","L","SALIDA DE DIVISAS","VALOR EFECTIVO","0.0","0.0","0.0","","","","0.0","","","","","","","","","8589.77","","0.0","","","","","","418.52","","","","","","","0.0","","","","","2696.0","","","","","","5237.58","2334.62","99.52","","","","","","","4550.0","","0.0","","419.31","","125.0","175.0","","","0.0","","","","1899.41","8207.85","601.77","124.57","0.0","0.0","0.0","786.48","0.0"
"SOCIEDADES","M","CONTRIBUCIONES","VALOR EFECTIVO","2660.89","199598.86","2005429.19","137497.25","37860.49","157655.48","66857.36","11271.9","31476.05","15672.07","26867.31","17231.89","22745.18","66818.24","2031159.76","245644.23","27051.07","36559.81","31033.35","7639.55","14272.89","23018.47","2884.08","19228.85","14249.19","83556.99","3495064.5","255593.59","28450.43","31934.5","75072.23","17383.08","608302.56","3080.71","2606.65","","0.0","0.0","2557428.23","4093.82","7242.68","24982.25","15815.14","23242.8","37230.99","23150.45","5634.51","4055.87","12.5","119061.44","3128304.68","4024477.42","98269.7","143789.84","20907.15","11366.99","46092.7","6478.8","18713.37","113532.71","3550.87","91823.56","6676819.7","338710.48","51855.55","7336.53","68994.14","7714.26","24098.54","78027.22","1564.33","4210.57","6120.48"
"SOCIEDADES","M","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3619554.5","3685877.8","80581.62"
"SOCIEDADES","M","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.14","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SOCIEDADES","M","IMP MINERAS","VALOR EFECTIVO","51533.63","1378467.0","1135099.03","1880.22","4062.23","29722.95","22332.71","9889.09","24346.15","4711.8","5835.72","17606.08","7440.0","712713.75","1843151.0","14364.4","115290.96","14641.65","14667.03","15969.4","3949.09","34032.5","324.7","14476.9","12839.19","22681.51","5680338.04","67816.99","20491.52","19709.78","7504.54","32879.4","16850.05","65631.44","31151.0","8564.35","12454.52","545286.34","5891037.99","30098.58","8184.99","17183.69","26310.91","59539.39","946.48","1940.05","104201.8","13085.07","52007.34","21552.86","5454305.69","40882.56","","108086.94","39941.58","21538.34","32486.02","10544.47","7968.53","332124.81","9271.75","129458.68","6286691.18","31014.6","41612.2","10896.38","20237.83","284916.36","87030.38","45022.63","38506.38","21842.81","674651.61"
"SOCIEDADES","M","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","1.537874886E7","7511818.74","7209870.96","2.319174571E7","7804149.96","6012019.1","6951729.62","5984671.26","1.198572725E7","7934427.99","7836881.79","9172590.06","1.393311101E7","7631247.5","6922776.79","2.129211233E7","9730833.09","8773460.2","9655775.01","7752017.28","7431940.06","7903981.11","7735993.67","8867029.25","2.027129598E7","8216804.17","8111839.89","2.810177855E7","1.070048689E7","8778192.31","1.010366516E7","8461221.71","1.439451853E7","9557808.14","7789219.96","9710110.18","1.742766142E7","7930363.08","9903896.34","2.900559447E7","1.147563265E7","8746994.15","1.057164397E7","9245526.08","8624596.6","9857384.88","9397066.02","8988977.69","1.484106701E7","7441086.14","9899483.95","3.888292658E7","1.132669877E7","1.093860172E7","1.961035688E7","1.01888107E7","9456413.38","1.026713699E7","1.053638257E7","1.018987414E7","1.571218012E7","8917111.44","1.170332235E7","4.402167951E7","1.260109621E7","1.092927933E7","1.111069361E7","1.324950552E7","1.397147467E7","1.078674909E7","1.179462094E7","1.344604302E7","1.969933141E7"
"SOCIEDADES","M","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","47.84","17673.95","51.31","14487.53","14513.3","15027.94","14530.1","21149.75","25640.51","31812.35","24148.33","16079.83","20348.66","26004.68","27007.68","13631.36","2338.62","13720.59","20516.71","12731.87","51627.23","32054.12","13230.75","21124.02","13494.51","36615.65","60306.22","3514.88","13298.84","14096.73","2354.48","4572.03","3598.87","3196.95","3729.41","3817.87","4600.66","4201.97","13486.39","3877.64","23218.85","4981.43","8818.45","6862.39","44866.82","21113.55","8760.73","11600.55","13480.18","3034.84","3697.04","3768.6","3298.44","10821.08","6508.96","4142.43","10331.9","25780.23","13876.5","4030.03","12965.73","8927.19","5480.33","9250.99","6091.6","6110.7","43402.78","5820.6","5814.77","5354.55","10598.21","31158.39","10754.36"
"SOCIEDADES","M","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","300964.8","364481.02","240766.45","23207.87","53827.16","217533.36","270958.65","203544.0","263201.58","260985.99","216317.07","286817.01","206932.48","398014.05","342990.34","291309.38","206554.7","265444.91","198746.64","232044.75","184401.28","173669.54","191044.74","152129.98","188775.21","400855.35","314138.81","242327.8","223984.82","195805.84","228502.51","203087.73","220844.19","181845.83","224703.26","170384.61","253759.08","412723.56","349963.95","293662.21","289994.22","320852.23","225792.1","226826.47","196647.33","186301.51","149921.05","171372.99","258031.61","539391.72","413081.86","328470.61","319135.56","251287.51","249526.85","314100.89","203967.49","172620.66","195970.7","187566.72","344132.24","435485.34","343914.49","329416.03","379845.49","357918.74","268928.69","245177.75","226266.79","196089.7","159319.19","242418.96","329511.37"
"SOCIEDADES","M","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","2.16629812E7","1.233481414E7","9816575.66","8213622.63","9631687.67","6035694.41","9176250.5","9954355.96","9819618.16","9967317.14","1.090602998E7","1.14549665E7","1.999935375E7","1.21415343E7","9431572.98","1.113783046E7","1.114679774E7","1.168671987E7","1.325043899E7","1.066927435E7","1.035221302E7","9776190.06","1.101135161E7","1.271943495E7","2.344922368E7","1.181592189E7","1.090310279E7","1.165920343E7","1.120629325E7","1.155298095E7","1.232268853E7","1.243751202E7","1.354629503E7","1.264046667E7","1.428591433E7","1.506631579E7","3.178213768E7","1.328629122E7","1.409655029E7","1.604483028E7","1.626392825E7","1.303738983E7","1.481008837E7","1.439066015E7","1.305158159E7","1.310014605E7","1.351215899E7","1.358278558E7","2.386422917E7","1.267237031E7","1.195232991E7","1.607057712E7","1.431631739E7","1.597092546E7","1.795406833E7","1.555759593E7","1.630494397E7","1.633263965E7","1.931402304E7","1.654370888E7","2.546773523E7","1.433111493E7","1.61373399E7","2.186472731E7","1.675846184E7","1.624670553E7","1.735809186E7","1.650272163E7","1.660141742E7","1.640589337E7","1.786889652E7","1.674658806E7","3.051727538E7"
"SOCIEDADES","M","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","10765.61","9892.02","6869.52","1090.63","675.73","1329.96","5003.81","4470.08","5263.82","9634.29","5970.6","4761.59","1467.39","3994.78","4654.6","13956.06","918.59","3112.47","6156.9","9924.12","7262.13","3972.91","11284.2","5282.46","3057.71","8338.51","11038.48","15400.54","3838.25","12429.59","5829.57","3665.85","5785.4","2175.68","5677.23","10974.56","6195.72","23757.11","3602.68","4134.25","5944.99","210.6","1041.47","1463.7","3993.36","1865.84","0.0","299.88","1024.82","1647.9","1232.08","904.16","559.32","1592.88","6549.82","34.48","312.98","209.26","986.36","646.73","0.0","0.0","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0",""
"SOCIEDADES","M","INTERESES TRIBUTARIOS","VALOR EFECTIVO","168053.82","120924.4","62673.55","56504.33","279201.19","92983.09","122536.16","100189.86","109304.03","96711.16","103740.66","1032055.15","75404.58","80054.28","140535.07","87186.16","45059.3","106981.91","44361.28","59215.59","92885.32","37646.79","69979.64","118998.82","78665.6","83753.89","120421.39","87132.28","63687.54","58107.59","104170.84","59293.14","57461.37","151810.83","40521.23","45033.28","113917.81","1976328.72","128223.98","49744.16","188048.73","77853.16","86441.56","49742.37","143786.51","229611.35","218400.59","30118.68","32566.36","13914.59","14768.84","28752.4","106993.82","22892.9","108577.27","60970.96","56121.01","39023.08","756089.8","115481.48","51853.27","60153.34","64472.16","60549.44","65443.13","86870.04","41380.26","27775.79","33839.1","139065.99","89324.67","71599.14","52554.61"
"SOCIEDADES","M","MULTAS TRIBUTARIAS","VALOR EFECTIVO","110126.7","89567.16","65064.93","97654.6","203580.94","258281.26","119289.79","125751.48","175862.9","412819.9","118215.17","400387.01","115344.39","109270.19","290428.2","178812.76","145185.88","149496.9","142549.39","91973.79","102814.98","99483.94","74408.06","79638.54","93885.62","64991.9","202626.81","115182.99","125572.16","98938.5","82580.53","82627.23","118117.96","130447.88","89115.03","109494.22","94838.32","68398.63","160926.49","154763.19","102121.05","106099.17","119647.88","108895.92","105509.85","102419.29","104435.3","60517.66","41409.48","27721.62","34726.82","86141.11","65647.83","62906.68","101639.6","65478.46","59647.15","63532.36","58304.18","76365.08","121447.0","75528.52","72185.84","113766.1","110256.44","97383.12","86073.46","83495.96","104590.11","323967.36","86028.71","123278.49","108136.66"
"SOCIEDADES","M","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","14870.47","14987.5","17889.71","10450.0","15299.18","19428.91","13379.69","17674.62","26712.49","9557.0","20144.94","27225.16","19304.79","14687.43","13141.53","17292.3","16936.9","16148.04","20135.23","25622.97","10652.72","21772.64","24839.63","19917.8","28711.73","15888.42","14492.48","15461.8","13300.64","17255.52","17882.58","17553.25","14447.08","17521.78","32056.52","21799.3","13441.81","15975.08","20822.71","20182.49","20915.19","16749.43","17113.8","28457.98","55926.92","18167.06","23148.59","16059.27","22583.28","21858.92","17461.12","20355.65","18483.45","16434.68","46840.47","22364.13","24211.25","16615.99","17956.22","16121.24","30121.34","19950.62","30057.33","35711.34","32851.95","32475.36","29950.89","22240.33","52338.58","40963.29","22881.47","47113.95","77495.99"
"SOCIEDADES","M","SALIDA DE DIVISAS","VALOR EFECTIVO","17115.31","69371.76","4549.38","5733.25","3100.86","2601.93","307147.16","47358.09","33054.67","9556.1","14090.86","114562.19","1167.25","32923.6","49471.55","8883.39","17986.46","28236.59","176055.18","8130.39","5687.96","5496.27","6816.57","8173.92","7281.45","4633.41","5182.37","2889.73","6597.08","3120.78","149054.84","4465.32","33701.17","2366.01","1044.19","23345.27","9822.75","4685.95","3309.04","5772.25","1918.32","21046.12","31064.37","5839.89","8340.16","2702.05","5573.2","11658.92","2686.91","1642.13","4012.38","3493.96","3202.81","6254.71","26311.68","4468.4","109342.42","3604.72","17341.8","19945.47","9237.87","2020.25","5888.64","19700.67","26123.94","69806.6","23121.16","14714.37","1150.36","16656.23","1892.91","14179.05","10095.68"
"SOCIEDADES","N","CONTRIBUCIONES","VALOR EFECTIVO","7802.16","77218.6","1231149.37","137408.46","39335.65","24729.64","23105.58","32395.27","7013.0","1995.19","4825.06","94667.12","34670.26","13873.79","1173848.22","232967.23","17818.22","17413.27","23944.72","6815.8","5090.32","3613.52","15882.55","5014.64","20981.77","94247.58","4181642.85","127906.2","26256.37","12910.23","15840.03","6058.1","38800.43","13930.79","17414.03","3379.24","4918.46","","5002335.72","","2650.99","10978.98","3362.82","1.84","251.68","0.0","1820.22","","332.22","0.0","6080809.42","2245098.43","35483.27","27441.86","81295.48","21539.08","","0.0","1586.76","2540.18","0.0","40249.51","7890425.16","316016.57","181237.94","9619.29","33243.15","15427.27","1301.98","2018.49","1598.26","3550.27","946.59"
"SOCIEDADES","N","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365049.45","1421931.86","66107.15"
"SOCIEDADES","N","IMP ACTIVOS EN EL EXTERIOR","VALOR EFECTIVO","143.1","317.36","329.02","232.74","179.91","132.14","152.05","163.06","192.41","139.15","9.96","355.52","307.18","335.69","137.61","125.37","124.75","67.1","0.0","64.59","53.66","177.09","177.09","176.46","239.75","170.76","169.77","10.31","169.5","166.35","161.02","158.76","158.51","158.33","158.0","0.06","176.82","176.82","173.26","167.75","167.75","303.52","166.48","176.26","","142.91","","","1.12","0.0","0.91","","","0.8","","","28.04","10.76","","","","","","","","","","","","","","",""
"SOCIEDADES","N","IMP MINERAS","VALOR EFECTIVO","4066.81","","18560.0","","419.82","852.95","0.0","","0.0","","","1273.76","197.37","67367.27","2207.36","","","","0.0","2939.94","1892.73","1310.05","","","369.64","552.5","24722.12","2606.01","95.26","2668.32","844.16","","1778.44","555.01","3785.81","","2859.75","","26403.73","2129.34","8957.0","1036.07","0.0","69.7","2514.07","5615.17","10.0","1126.17","0.0","184.0","27379.86","1542.93","","","3249.99","0.0","2583.25","","0.0","6099.7","2128.27","2444.0","25098.6","25575.58","2913.57","","3214.81","","14284.38","","","","1995.11"
"SOCIEDADES","N","IMPUESTO A LA RENTA GLOBAL","VALOR EFECTIVO","4044421.85","2074296.01","1693915.99","3.027918366E7","1499307.45","1339648.87","1827629.59","1659058.26","3320464.87","1577420.45","1990665.88","1622968.08","3126117.07","1453024.13","1452421.43","1.559720296E7","1855720.28","2358385.16","1961897.89","1813235.92","2377113.01","2532236.34","2627432.11","3696746.4","3903128.27","2367880.52","2793521.1","2.415670451E7","2676017.9","2217160.12","2412358.04","2407815.64","2792655.13","3141807.85","2779532.07","3301273.94","4339641.29","2761449.6","3762656.02","1.98656992E7","3671591.1","3322094.11","4030027.92","2975589.92","2631996.84","2711102.5","2987274.73","2940848.66","1.688699023E7","2484913.07","5133814.15","1.673011636E7","4225653.48","5432128.0","5705235.82","3611120.81","4436385.44","3480917.61","3551673.13","3857587.71","1.746322349E7","2917358.82","3359519.96","2.723642381E7","4393805.76","3747299.77","4224741.09","4273695.56","5277788.56","4075506.06","3400177.95","3965085.88","1.752041646E7"
"SOCIEDADES","N","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR EFECTIVO","0.0","0.0","0.0","0.0","","0.0","0.12","5.88","88.12","39.16","43.12","44.0","61.6","77.46","77.76","73.32","8.58","72.0","108.18","120.0","0.0","41.1","50.4","54.79","52.38","73.36","62.86","53.44","55.84","66.64","45.15","34.96","48.56","48.32","60.24","55.2","58.4","84.1","72.88","59.12","42.44","9175.93","57.36","47.44","0.0","16.3","3294.21","5471.61","13902.05","9715.16","21060.75","15693.93","5015.14","10388.26","8519.2","14027.52","6949.31","13487.85","13067.7","5614.75","46583.7","15932.92","7091.99","7300.72","7117.74","11965.55","7022.99","3706.47","4544.65","21122.14","0.0","14279.34","7525.09"
"SOCIEDADES","N","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR EFECTIVO","320575.0","633760.78","314223.19","69937.31","94664.39","506097.52","504057.41","480481.36","302616.79","442355.26","315352.74","241666.93","328210.29","515551.67","489354.75","421092.28","388201.21","368840.25","316744.08","339785.58","317475.6","287184.65","182535.23","171192.05","319126.15","635823.36","580261.71","500099.43","490061.23","445376.11","377520.24","463504.07","418837.8","355461.52","292113.67","143938.21","416808.18","770476.49","930695.02","746776.59","828835.39","627565.61","533556.63","459539.74","344005.17","419490.45","366359.05","133125.83","420046.52","994395.52","782110.72","627657.33","551696.76","546144.03","538160.79","586757.13","517140.95","416222.55","438485.56","183666.58","381602.57","961679.79","890005.94","884953.65","694925.94","697449.85","717999.74","574250.33","492167.95","497619.95","463184.5","184273.2","527919.91"
"SOCIEDADES","N","IMPUESTO AL VALOR AGREGADO","VALOR EFECTIVO","1.391409575E7","6851555.89","6118697.7","4931341.41","5220432.78","4862325.62","4785209.93","4708827.04","5349724.9","6582821.76","6482126.59","5848668.41","9082081.23","5673227.28","4862096.19","5192592.55","5621511.7","5439352.95","6092222.05","5570496.38","5835861.3","5237107.82","5800006.19","9152183.49","7873919.13","5519691.63","5383804.05","5444917.62","6219752.36","5547970.08","5655722.82","5923596.76","6823563.84","6075080.2","6005872.9","1.14158018E7","1.564124583E7","6412230.34","6393835.33","6662730.16","7460223.74","7788312.27","8090153.58","6959070.34","7011877.47","8338470.49","6808997.06","1.17787061E7","1.617492947E7","7995390.8","7306796.99","7799418.1","7726048.32","8315833.03","1.054715249E7","1.028074663E7","9693713.45","8007932.37","9096628.94","8409460.29","2.579377701E7","9717180.66","8562616.64","9880454.31","1.054244409E7","1.060545944E7","1.2391316E7","1.171520124E7","1.162165135E7","1.06154761E7","1.01847831E7","1.017951734E7","2.70966744E7"
"SOCIEDADES","N","IMPUESTOS FOMENTO AMBIENTAL","VALOR EFECTIVO","2673.31","5774.57","2597.97","73.0","283.46","987.93","1456.32","1579.87","2367.64","2533.53","957.76","969.36","520.0","2055.33","3859.02","4982.68","1354.01","2894.07","3789.04","3617.09","3004.04","1697.26","2951.21","3848.34","765.13","5268.46","1458.62","4726.4","5631.72","912.17","2071.76","3185.08","2242.28","929.16","1343.3","1145.23","344.52","562.39","3794.87","511.63","315.32","514.49","1361.43","917.43","254.97","3395.95","1724.77","3185.0","0.0","1132.8","861.19","1283.9","614.25","277.71","1112.53","175.23","290.86","174.34","2677.29","268.2","197.46","154.76","163.36","137.9","158.08","153.26","141.36","141.36","137.92","120.96","138.3","142.96","175.02"
"SOCIEDADES","N","INTERESES TRIBUTARIOS","VALOR EFECTIVO","81524.61","24569.83","42830.8","17425.97","12965.5","15654.94","29873.6","20305.68","27067.69","58816.04","41990.13","80215.29","36897.78","103722.14","50589.84","32097.51","37429.9","45918.05","34565.16","25812.89","43547.17","27866.82","46422.38","74942.19","30611.1","42970.08","22680.2","92151.83","34630.17","17783.06","12878.46","32111.41","27309.35","19451.9","34064.03","28660.81","71783.42","26394.75","48055.72","25196.44","37531.18","128884.82","32696.62","26974.79","83647.44","30970.85","21130.63","20584.74","3477.84","14277.0","22770.11","33965.47","35319.55","10978.16","1443085.33","44873.55","1208208.19","11960.51","25359.55","69931.76","1775606.68","53983.01","25580.74","26205.78","405413.72","27647.48","773195.07","8001.16","9717.55","66338.86","21624.05","23841.33","40534.24"
"SOCIEDADES","N","MULTAS TRIBUTARIAS","VALOR EFECTIVO","59525.94","42775.83","36332.21","54646.08","57302.9","47638.68","40628.05","38277.72","51735.8","87374.76","53585.78","42002.14","71759.1","45345.07","57521.21","105797.97","45264.23","48078.47","64711.19","43918.53","49904.45","39176.55","38841.83","45179.51","40199.88","51678.83","54399.39","55315.62","56800.27","39839.71","32928.83","49178.91","65179.54","42123.56","42136.99","57455.46","68551.24","45309.71","55261.37","56926.7","76463.79","66215.29","53576.57","56382.37","47192.7","32676.92","38833.14","21169.67","17483.2","54140.05","20710.56","63225.55","65997.77","37988.9","41629.97","41912.94","235519.91","27478.42","53621.75","33259.75","341654.07","38111.21","66080.99","68151.71","130931.76","78496.53","64668.86","53496.17","47350.75","39192.17","76142.53","83381.51","87719.53"
"SOCIEDADES","N","OTROS NO TRIBUTARIOS","VALOR EFECTIVO","32636.57","8156.5","2139.25","1982.0","203.53","3043.0","3580.0","2045.0","3252.05","12205.0","3063.0","4789.14","6456.7","2280.88","2891.73","2100.01","5913.1","4214.8","6630.25","6273.04","6186.5","4861.49","4216.7","7365.06","7337.53","4859.5","58236.42","4394.8","5911.22","5763.06","4347.12","4387.25","3406.24","5880.84","4119.38","7362.59","7219.88","4558.29","10047.91","4984.57","6351.62","5750.0","8880.26","6558.84","6473.67","7266.56","4878.73","6308.06","9084.62","7074.87","4056.36","10030.95","15772.81","7674.48","49138.38","7704.8","5114.0","4089.52","29958.16","6387.32","9921.06","8849.63","8020.15","13823.71","6429.32","8965.9","9867.08","5993.05","7592.8","11199.8","7773.66","11420.53","8730.21"
"SOCIEDADES","N","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","6.01","35.0","","23.0","","31.3","","","","18.02","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOCIEDADES","N","SALIDA DE DIVISAS","VALOR EFECTIVO","31393.26","2434.58","1042.5","411.83","312.5","224.16","4858.8","","","7.46","7109.38","3985.6","6966.71","200.0","6554.57","2100.86","19540.01","21523.86","317.88","46794.03","23892.63","2099.2","167913.05","16489.65","1383.19","16079.75","12950.53","12460.1","18463.9","18885.13","25581.83","18860.28","18636.95","18610.95","16720.57","20667.84","20728.05","20479.26","12865.12","16540.98","11496.76","45522.48","21349.75","20534.43","19379.65","18771.34","17966.19","14459.11","13650.13","15491.65","18203.76","18669.18","27013.96","23489.99","78783.75","15794.77","15096.93","17071.35","12692.26","31126.64","13006.82","15483.38","6649.35","10836.86","22416.46","50098.48","123946.86","1041.65","546.76","2806.36","862.66","183.41","2479.92"
"SOCIEDADES","NO TIENE","DEPURACION","VALOR EFECTIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
