"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"NO TIENE","9","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","540.46","116.27","","","","431.02","","1051.15","","490.02","","","","","1522.09","549.27","319.41","646.4","","1165.95","262.62","","1319.62","","","605.04","186.06","2147.02","","478.97","","","","","","1581.02","","","","","","","594.66","","","784.97","852.44","","255.22","","339.53","327.34","","","","622.02","618.17","","","","","","","","","","","","1029.49","","","",""
"NO TIENE","9","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","","54.59","","","","134.89","","","","47.69","","","","606.26","697.58","410.67","","671.35","329.92","712.11","","","481.13","","","197.79","","1255.23","0.26","211.18","","","","","","","","","2.68","","","","","","","342.52","1349.08","","111.96","","437.46","408.59","","","","","1713.2","","","","","299.52","","","","","","","","","","",""
"NO TIENE","9","INTERESES TRIBUTARIOS","VALOR RECAUDADO","3.96","7.22","","","","4.14","","7.97","","8.12","","","","8.85","15.72","14.45","2.16","8.92","2.22","12.62","1.76","","11.37","","","30.96","7.06","58.36","","4.16","","","","","","11.13","","","","","","","4.48","","","23.32","26.81","","3.06","","12.86","12.55","","","","17.28","60.01","","","","","2.6","","","","","","","7.26","","","",""
"NO TIENE","9","MULTAS TRIBUTARIAS","VALOR RECAUDADO","","","","","","","","","","48.63","","","","18.19","","49.43","32.19","33.76","","23.48","","","","","9.46","120.39","33.49","246.24","0.01","","","","","","","","","","0.49","","","","","","","28.53","","","","","","","","","","","","","","","","","","","","","314.12","","","418.82","","","418.82"
"NO TIENE","9","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","","","","","","","","","","","","","1500.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","9","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","91.48","","","","","94.65","26.16","","","154.51","","","14.41","","","","","","","","","","","75.05","","","","75.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","A","CONTRIBUCIONES","VALOR RECAUDADO","11935.47","13025.21","14516.48","87884.6","666762.63","702220.19","578696.97","49034.03","34593.36","27311.16","20536.49","4135.87","10565.1","2080.91","25759.58","280092.62","373543.09","541811.15","371692.56","21058.89","16010.91","10412.15","2675.37","330.41","8823.29","284.63","5518.12","1211314.45","1869573.35","1957418.49","2112918.09","1670832.66","1599472.82","1432841.98","121626.15","114075.94","24537.64","30654.78","42378.49","232306.4","754334.5","809158.04","680638.14","629235.47","601763.8","506872.92","120848.1","11092.5","394.41","129.13","","286308.91","102636.09","34506.98","63638.98","5308.62","","","29083.01","43045.58","28258.18","18617.49","2193.06","183505.1","36520.29","14082.03","7461.61","6657.17","76078.7","32532.53","80.7","158.06","18953.4"
"NO TIENE","A","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44822.83","115063.5","17781.53"
"NO TIENE","A","IMP MINERAS","VALOR RECAUDADO","","568.0","","0.1","","","","","4502.0","","","","","","","32.0","","","","","","95.28","","","","","34.0","48.0","","","","","","","","","","","","5976.0","","36.0","36.0","","","","","","","","","36.8","82.8","","","","","","","","","","","","","","","","2542.14","","","",""
"NO TIENE","A","IMP TIERRAS RURALES","VALOR RECAUDADO","657.21","7979.97","3328.19","2840.55","2718.92","3027.47","2960.24","2750.62","53.15","24.67","24.86","","37.13","66.21","43.87","41.39","","","","","","910.1","","2117.63","233.88","","2195.54","733.71","","2754.93","","","2287.69","291.81","49.68","2349.76","300.0","50.74","2396.71","","","","","255.58","","2674.87","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","A","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","2180686.05","1368048.74","1330748.07","1911594.86","4635887.51","3154978.39","2748904.71","2590897.53","2048166.92","1846747.84","2505927.59","1359424.13","1661063.07","1187450.13","1553207.87","2365249.83","3588778.91","1729593.29","1830303.34","1587847.6","1358463.98","1609661.46","1342705.59","2197950.98","1457767.78","1006175.27","1647604.53","3413441.01","5280953.6","3005466.29","2648964.21","2556391.47","2277614.62","2202580.89","2046175.63","1883233.1","2208195.44","1450097.43","1756839.05","2697084.56","3181134.08","2215612.02","2067633.86","1869656.56","1641022.42","1759287.93","1417781.99","895035.36","1631097.6","1586063.14","1499669.5","3177772.63","2123620.31","1405051.36","1979469.53","1493180.09","1252916.22","1091461.35","1594831.95","1688917.46","2399237.12","853999.95","1179463.83","3634526.96","2696213.4","1917788.75","1429746.36","1653835.21","1723519.1","1509964.97","822508.95","661766.02","504339.41"
"NO TIENE","A","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","","","","","","","","","","","","106884.0","","","","0.72","","0.6","","","0.03","","","0.9","0.14","","","","","","20.0","0.4","0.11","","36.81","","40.0","","4.56","","24.02","0.07","2.6","","","","2.71","0.01","206602.95","0.05","","13.9","1.42","34.63","105.05","1.64","4.47","101.46","49.72","","16.85","15.72","4.22","","4.1","0.35","","17.71","","25.12","","",""
"NO TIENE","A","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","6.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","A","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","276221.75","192064.54","315566.36","114851.77","300090.08","385022.82","562007.45","669615.88","440500.95","588469.44","353526.42","274099.99","419174.15","245348.08","290301.06","405203.49","397642.53","366993.86","316131.65","358619.65","504041.64","388498.59","442558.71","494044.73","724840.4","544355.03","476156.63","676921.54","579788.87","422143.41","436032.84","425250.78","287430.0","506919.6","384986.33","334060.51","562940.98","303784.63","227681.46","327336.64","622990.62","451998.43","532428.81","426923.37","263626.91","328045.94","340473.87","184775.74","466494.36","360419.31","281668.19","610842.14","679437.21","392269.62","519953.72","1192016.52","330440.31","357908.31","322910.57","1186202.73","557113.32","337561.42","283477.02","322063.8","422156.3","271835.22","234467.57","307578.73","356292.04","295448.9","421024.64","328582.12","341835.89"
"NO TIENE","A","INTERESES TRIBUTARIOS","VALOR RECAUDADO","82657.61","46288.15","93530.86","72975.97","229814.45","157982.56","162083.9","180527.78","100315.66","110163.15","106617.79","84044.02","81181.62","89040.59","114148.06","141502.03","126552.18","93401.08","108904.09","67275.69","53465.57","72630.79","75678.59","41654.12","37886.84","32509.47","43970.9","106779.1","360166.06","225955.29","186476.71","145195.7","129844.17","92041.38","116042.01","80621.96","61514.42","70697.51","51115.54","78915.6","302657.91","222626.6","108000.51","91245.63","69448.71","116308.43","74409.46","36413.44","78009.74","37164.12","109466.51","94214.16","166221.33","183697.27","293011.05","96545.75","59147.8","60128.94","94093.7","60282.99","52895.33","41228.48","104748.34","120472.47","160506.38","108479.05","91152.23","128724.59","98947.34","73303.04","49108.23","89060.25","36810.26"
"NO TIENE","A","MULTAS TRIBUTARIAS","VALOR RECAUDADO","12791.35","7817.97","9882.85","15920.16","31762.09","14181.94","19170.93","13202.29","30135.88","26049.61","17626.61","13885.38","19884.96","15776.63","41022.02","49138.5","49887.25","53362.45","95611.16","182157.35","19916.0","18697.71","24235.0","31911.91","28790.02","25423.44","27887.86","43328.97","44894.26","30795.96","39840.17","25315.36","57688.33","32386.64","37224.37","47555.47","75846.96","24742.6","20801.35","50310.83","43249.71","39813.0","79391.7","33397.92","24358.82","19489.84","43418.27","21421.51","8308.25","5835.75","9585.22","14614.62","21260.7","15112.11","16133.91","29630.97","16186.2","9551.73","18947.09","12133.79","43177.85","26484.94","66873.19","33971.23","26903.8","25205.03","45475.07","22630.81","18640.62","24623.34","16577.13","19954.49","16633.17"
"NO TIENE","A","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","8994.12","25169.51","31023.51","19109.08","7060.0","17075.49","4904.89","4410.06","5972.02","6947.15","7279.98","7034.74","22797.63","7779.85","43665.08","20748.62","30333.25","86164.65","49532.11","5315.84","13737.25","9813.61","50535.84","13377.45","30463.79","6824.78","14902.72","15345.28","5656.44","5201.55","9048.14","98128.34","90641.98","114164.68","94865.6","115750.11","8310.69","5587.53","26004.22","11851.76","15924.96","19918.65","28593.26","9664.25","14680.74","10976.57","10050.99","3696.86","13689.85","17394.73","17140.15","9702.9","8631.9","10575.29","16121.58","16112.3","19513.73","8016.7","20073.31","13268.58","12997.98","14868.19","15916.47","13272.94","11138.44","7397.05","16384.61","18550.69","18470.09","20399.47","13879.24","14843.44","17468.84"
"NO TIENE","A","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","383281.73","240132.88","148994.57","76386.96","133852.26","215738.65","195872.27","182117.66","200112.47","187679.27","186857.94","166641.55","320471.53","285839.44","271202.49","200077.67","202159.28","217139.45","201735.65","206686.83","178583.26","164645.39","157314.17","161358.98","120097.65","77709.47","71102.85","40127.55","29793.48","30782.49","29607.06","21884.69","22802.99","22247.45","21872.57","20187.16","14684.41","10283.06","12069.38","10348.1","10553.97","9052.55","10592.86","10013.69","7856.75","7872.31","6068.58","4072.42","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","A","SALIDA DE DIVISAS","VALOR RECAUDADO","6811.51","2242.25","6412.76","26.19","1735.32","2270.97","9632.35","2833.24","4451.54","12160.1","13547.98","13218.04","15841.8","13888.53","14045.82","11589.05","4205.84","2143.73","1817.31","1772.31","1786.48","1803.62","1819.63","1833.3","1738.62","1904.44","983.66","544.86","566.53","310.74","78.08","","","970.99","","","2687.13","","","9689.44","","1533.1","5854.28","1511.41","2612.39","4994.81","1290.38","423.79","1622.68","996.38","35044.94","1456.48","676.98","266.14","7640.65","162.39","","","2195.75","0.01","","","","","16.76","4202.14","6233.99","2826.64","855.95","323.05","173.3","295.47","185.15"
"NO TIENE","B","CONTRIBUCIONES","VALOR RECAUDADO","440.74","","","2822.15","47558.71","46364.28","57499.0","647.44","653.39","2806.59","812.24","","1930.2","","1178.37","7182.23","51349.24","66278.37","68128.15","1498.49","907.4","4252.71","726.06","","","54.0","","681477.47","173655.29","214476.95","161640.94","154152.96","142427.94","177205.86","24259.46","373.48","198.14","","","","112362.02","100515.31","127794.17","119456.07","120606.96","121869.84","","","","","","70698.01","","","","","4212.25","","8241.87","","","","615725.88","92989.45","","8241.87","","","","","","",""
"NO TIENE","B","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40130.2","277733.46","1542.76"
"NO TIENE","B","IMP MINERAS","VALOR RECAUDADO","23556.37","22780.26","40013.2","48863.39","51428.42","37992.65","17233.55","29614.37","33374.71","54036.92","35423.22","20730.74","48736.87","18670.63","37859.48","71238.57","69944.06","53168.79","22946.72","26613.24","97159.55","112889.81","46516.3","16280.35","50158.71","15648.59","231928.15","406680.52","23277.59","9364.38","57231.67","2767.2","38707.32","47401.02","14121.07","7028.7","2958.58","","51098.34","97172.82","8299.11","174.77","22400.64","","86953.95","51351.4","40547.79","5005.0","","4008.13","124967.78","324644.79","74835.51","3464.75","","2643.5","63385.51","12567.96","","6133.48","1918.96","2618.67","56602.86","289441.77","33190.23","31728.26","1550.68","64.22","58727.52","54359.9","890.8","","2700.0"
"NO TIENE","B","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","611432.81","132277.7","240221.86","777638.2","1.655825158E7","2565406.56","7238153.13","1688170.2","589769.98","503668.81","775386.97","397888.36","493052.51","708458.25","750230.14","1227457.23","2253262.67","689006.79","748458.0","718764.47","682303.49","765254.54","1783066.08","608613.8","519329.51","360068.62","392633.82","721393.34","2679667.46","713740.97","815098.96","936501.72","747066.89","653455.45","1060015.95","549067.18","562545.35","507484.4","561607.23","633418.64","1074514.85","744770.97","703992.36","648409.86","395780.05","486960.94","285343.15","330889.09","592040.53","297103.02","413832.12","197224.35","1755163.87","1.583438742E7","695808.27","684846.27","576578.97","673005.12","457670.24","428343.48","389396.57","287361.43","278341.13","867236.07","2802487.61","1486349.55","1090286.69","969488.41","1233145.61","1124546.1","455373.7","678180.53","486010.92"
"NO TIENE","B","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.48","","","",""
"NO TIENE","B","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","62483.08","50537.79","66241.05","84703.57","330079.03","376446.01","532615.94","573466.98","571546.8","554401.0","263991.73","59502.64","268495.67","181784.94","435614.84","250061.25","344539.79","110174.78","340601.59","199035.17","66467.74","178681.42","136395.08","241323.7","203281.42","181388.08","180620.13","294431.62","249944.52","73992.99","66640.14","98468.62","368897.26","281348.95","359069.22","117528.13","358301.6","209536.34","357235.13","268499.96","344199.59","134308.81","251346.25","155683.1","146641.87","138704.5","85580.89","145189.31","190496.19","136413.74","73230.7","166824.13","176690.45","84215.69","173098.67","82177.91","215539.49","54929.88","139908.5","102948.53","190187.8","158378.68","162058.66","326049.68","101535.76","139356.14","285601.91","114093.16","110208.58","346200.05","215580.63","266107.89","320295.98"
"NO TIENE","B","INTERESES TRIBUTARIOS","VALOR RECAUDADO","8770.55","10798.75","22390.02","67135.84","699195.82","190152.74","697050.17","209621.04","74448.05","68414.09","58009.59","47976.41","58024.59","24988.34","44088.32","160850.82","215697.53","40947.4","525726.82","133850.15","125274.09","127722.12","208832.34","48399.0","14626.78","8325.11","10437.75","14658.15","132868.64","39163.3","34726.61","40579.85","27084.23","24055.54","33417.51","40904.36","25196.72","16435.53","28715.56","18352.19","94725.46","44588.1","43009.74","54078.6","30594.64","40983.7","22752.88","22853.75","15395.67","27092.02","7036.54","15992.41","148602.1","1646942.3","105966.3","28740.78","28059.61","35575.16","23048.68","20141.92","15062.67","13166.03","15859.12","27190.2","192181.48","127051.79","114861.02","60299.84","58524.42","37245.97","25495.3","24180.8","18681.47"
"NO TIENE","B","MULTAS TRIBUTARIAS","VALOR RECAUDADO","135.71","417.46","2297.58","1566.49","3587.85","855.43","2586.37","215.21","11453.93","18491.76","20332.39","20385.59","38665.88","24409.86","31324.26","21289.79","6094.19","11684.42","7876.19","4564.67","2802.76","18894.66","1618.52","1551.16","4196.07","2780.84","5220.54","6961.82","5269.55","3676.43","6692.55","5251.29","16239.66","3125.9","3380.78","6748.43","1812.82","16047.84","2059.69","21595.19","87732.79","91023.44","78018.39","408.82","1691.88","115119.83","2048.62","2369.6","998.77","29.04","1118.79","2128.94","2746.96","465.37","319.39","458.64","1291.53","21852.31","8732.24","1175.18","1194.09","8302.52","3639.03","5085.02","2177.15","1732.2","2534.17","543.7","654.5","919.38","3621.0","765.04","1200.07"
"NO TIENE","B","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","120.0","1001.0","856.5","15000.0","","240.0","10240.0","28426.86","2520.0","540.0","120.0","5267.87","840.0","120.0","1130.0","300.0","2546.63","300.0","35101.98","109824.31","29053.87","57135.0","16665.79","4806.25","120.0","","20500.25","925.0","750.91","210.91","1902.53","1301.62","301.82","30.91","950.0","3469.91","1335.0","2211.62","1272.63","309.58","161.01","467.68","1364.16","289.44","179.68","627.93","329.68","761.3","281.3","119.68","179.68","1222.92","860.55","200.55","1814.21","2278.55","270.99","1799.79","1563.22","1104.55","15064.27","234.1","455.84","571.8","2144.87","1149.93","2361.93","601.43","1024.43","459.43","3022.43","3937.83","152.48"
"NO TIENE","B","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","1416.06","843.05","593.15","223.62","385.62","4107.23","1303.3","336.05","2807.78","761.46","1243.28","1592.0","957.66","691.88","2122.74","3077.01","451.49","265.82","289.36","1557.26","2354.27","1353.01","131.82","601.95","379.54","183.43","3238.38","67.57","60.03","19.55","161.7","436.88","80.02","37.34","94.53","659.44","","","44.75","1371.07","75.39","9.93","20.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","B","SALIDA DE DIVISAS","VALOR RECAUDADO","","","","","","","992.18","","","","1325.69","","680.28","376.21","378.87","125.0","","","","40355.82","","1878.49","1059.69","","","","","","","","","","","189.13","","","","","","","","","830.85","","","119776.85","","73327.55","2845.55","4174.3","4208.87","4239.36","27553.96","109988.37","","","","","","","","","","","1706.64","852.75","1463.67","","","","","",""
"NO TIENE","C","CONTRIBUCIONES","VALOR RECAUDADO","91198.39","34320.68","18225.6","278312.32","2495378.22","2570269.55","2444214.18","152752.76","56839.92","7238.32","2077.68","2403.72","1964.24","1940.42","178652.26","185465.67","1321075.79","1136725.67","1245481.83","57790.83","24918.21","123845.89","3298.2","8766.22","3167.22","","3807.01","794560.37","4135367.31","4008488.38","3731868.13","2459877.24","2400514.65","2352205.36","51425.23","18801.9","5986.79","25711.38","302.28","1118887.5","2245355.11","2364671.87","2360683.59","2416479.2","2436481.29","2381242.65","11148.43","14925.3","24483.69","8144.41","21922.86","1090436.42","46699.51","22555.89","224138.18","500.0","12224.41","6341.94","","","","270.8","15254.09","1693788.79","49422.07","19846.34","5827.99","33760.22","1837.52","4481.47","48635.35","1001.52","1017.16"
"NO TIENE","C","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261102.54","144152.61","21257.26"
"NO TIENE","C","IMP MINERAS","VALOR RECAUDADO","1700.31","1472.67","5490.71","1726.26","5219.72","1409.66","1419.96","1429.11","1439.94","1697.31","2113.49","3027.44","","1458.91","15049.95","7458.81","1605.87","","","","2335.58","","","","","","","2541.5","","","4218.02","","","","","","","","","9972.07","","","","","2972.86","","17996.98","","","","2189.6","","","","","","10.11","","","","","","","","","","","","","","","",""
"NO TIENE","C","IMP TIERRAS RURALES","VALOR RECAUDADO","132.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","C","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","1852620.71","1443882.96","1279979.18","1332498.08","6231444.34","4280214.55","2816305.76","2592040.78","2567926.66","2066781.49","1662713.23","4514935.6","2713895.88","1210857.55","1849032.72","2353443.12","3295727.41","1914144.68","1687670.13","1478261.2","1382217.32","3682479.1","1675149.85","1397421.19","7742652.3","1491323.81","1298502.77","4794288.26","2637449.46","1845127.03","1511278.59","1688583.76","1894290.61","1628306.81","1171809.04","1505345.22","4690567.86","991047.02","2719858.77","3421035.06","3678994.91","3015067.16","3112381.78","1557828.61","1505831.19","1649411.95","1554671.63","2122222.23","1520125.22","1230788.44","1775755.58","2380500.26","3781828.76","2631305.48","1794404.97","4634931.7","1401705.82","1911704.28","1202449.13","2274550.01","1241607.52","1020583.44","1386808.78","2271857.88","2699033.4","2720987.61","2215585.54","3923336.13","2550808.17","2796078.61","804687.42","835592.55","523263.59"
"NO TIENE","C","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","204521.96","256589.15","229880.73","158926.92","321431.94","162669.87","195897.71","121965.39","13240.39","18708.01","71347.88","32954.06","85526.6","13195.13","42974.38","72510.93","84428.98","28355.34","14066.64","163758.63","111982.89","62170.71","27582.25","14674.49","358345.33","12318.54","167817.77","363325.65","294574.38","74956.66","5812.13","15373.35","352636.2","35952.42","52045.53","258815.83","552176.64","297532.34","13103.65","1456130.7","221424.08","208678.35","329408.23","196617.89","106848.57","369324.4","182930.83","353833.79","614162.8","300040.61","588995.11","133472.34","295568.19","17100.61","416403.28","614594.62","133459.34","340560.99","264775.21","223289.7","239638.01","381764.6","59006.15","88910.98","364946.51","25174.51","20897.23","88030.33","338561.42","79368.27","4986.81","107574.34","31317.37"
"NO TIENE","C","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","1723263.26","689161.93","1133731.94","1100413.52","1911878.7","1712766.43","1324112.83","2182580.15","2185727.55","3551265.46","1905129.55","1533913.13","2336601.34","1168007.01","1523141.71","919820.1","929904.61","1019676.29","820721.98","1462108.96","763832.02","1513663.39","942866.72","955706.03","1605349.55","855534.11","1082183.98","911110.54","1118108.64","852596.72","1031010.28","1145534.16","1346650.69","1434066.48","1380626.96","2050869.02","1758699.4","993947.45","3254086.13","1894986.36","1683346.51","2654545.14","2021174.01","1356089.32","1472134.39","2040321.69","1509829.49","1342445.49","2998984.77","1650663.28","1515616.1","1911293.75","2219091.06","1643936.97","1756446.92","2794455.99","1427083.73","1408438.73","1518363.35","1126073.45","1725317.94","1721943.02","2476789.53","2198312.99","1695900.88","2197505.26","1469699.9","1801608.29","2082871.45","2403353.98","1802567.68","3050237.19","1466516.15"
"NO TIENE","C","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","7340.83","8413.3","656.31","5866.34","1715.1","1056.84","812.12","1536.86","644.69","445.46","3025.53","35.42","382.87","491.64","749.06","449.07","557.78","277.83","3841.06","1057.57","13168.03","3882.11","2939.5","2570.59","4427.39","1925.97","4839.28","4634.56","4063.12","11915.24","1409.64","19052.77","7169.96","5545.13","3444.28","19284.21","4337.03","10023.8","19440.78","3543.47","9701.99","4046.74","3791.57","3652.28","3692.29","3684.29","4111.38","3926.42","4289.26","3973.95","3951.31","4287.06","2867.78","8963.31","11361.72","832.96","9562.52","465.14","133.1","","145.78","5428.64","130.0","31898.24","14460.2","62.0","4.38","15778.26","36.96","82.62","214.94","31316.18","74.36"
"NO TIENE","C","INTERESES TRIBUTARIOS","VALOR RECAUDADO","125589.41","307457.07","129522.94","437395.91","640187.08","420346.74","449276.1","278705.96","299002.29","219192.4","181346.77","253758.32","201930.37","180677.6","179768.37","420920.37","346255.28","149850.78","297257.56","310087.58","217588.46","247857.75","131947.87","107092.91","102562.58","98458.24","266149.79","176647.09","402336.85","171383.21","116807.83","100425.52","128799.47","1201428.4","265896.23","281813.51","307422.86","267769.84","68703.66","142572.31","435587.81","295832.02","216967.83","201734.61","316011.33","156646.62","71392.09","119748.92","214147.19","188210.49","156833.89","173073.51","1744951.1","1268080.25","491070.82","181220.89","128098.34","156184.23","111826.45","114657.27","96931.4","231313.71","134641.15","240789.99","195907.11","888559.15","170301.08","126163.72","636698.9","88684.02","93980.15","226901.1","49521.95"
"NO TIENE","C","MULTAS TRIBUTARIAS","VALOR RECAUDADO","18581.61","131386.27","17423.96","13253.85","26405.54","42617.5","54050.74","21206.64","23673.29","75209.27","49185.83","17675.95","38171.76","49951.81","46119.37","71020.19","114672.96","66416.67","58767.51","81411.92","64114.27","55901.13","51056.04","30159.79","55735.73","30524.89","51962.07","59208.96","81777.18","80625.89","49039.38","74239.38","41655.29","50804.94","43292.5","54954.64","60636.09","40277.33","53677.43","53114.18","55792.99","62293.5","64932.84","47512.17","81776.49","67610.18","51368.24","37965.65","10784.96","7756.07","11002.77","24642.97","19783.58","31681.25","103734.18","17398.6","19496.84","21244.79","42782.43","21698.69","30502.32","29104.6","34402.41","46893.73","33026.72","68363.53","28047.53","26748.72","23253.32","32744.83","26777.52","63246.23","24729.55"
"NO TIENE","C","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","5557.92","4010.41","6250.16","1233.0","1673.87","815.81","5601.62","192022.4","63765.97","21389.1","4037.58","4749.68","9291.83","4019.74","30847.72","6960.22","30484.36","12638.65","2314.87","5220.11","15432.79","9372.46","6953.16","7706.09","11532.63","6993.26","443564.24","52104.83","10810.78","12856.57","8578.01","7119.35","9285.74","37282.41","25095.71","8548.85","8809.66","9499.1","9448.77","9451.26","10827.53","5356.21","34213.81","29517.95","6332.26","4325.3","4636.71","6166.69","8263.52","6014.55","12536.99","7567.81","7610.23","9136.21","28884.62","14692.09","10449.09","12011.84","11721.12","24489.56","13663.89","13687.29","13349.49","13079.52","12084.75","92185.93","15997.96","16778.36","31253.71","12021.3","30182.26","15676.69","18209.44"
"NO TIENE","C","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","224696.63","144830.22","100133.35","42085.7","71820.4","139484.13","130896.8","120763.64","128411.95","130844.09","117819.98","123211.12","187316.95","149590.23","171046.34","128237.78","123469.0","138224.83","133171.51","137504.13","122634.36","110279.21","115735.93","126259.68","72358.89","49945.32","45645.36","37732.32","24626.13","19284.22","21002.37","23853.06","21339.49","16587.03","13956.57","15322.13","12336.77","7492.7","14889.55","10164.59","12040.96","8827.21","9425.97","6408.03","5307.7","5000.03","5700.18","3849.12","","","","","","","","","","","","","","","","","","","","","","","","",""
"NO TIENE","C","SALIDA DE DIVISAS","VALOR RECAUDADO","5197.99","24090.11","5301.95","5340.77","5269.31","145357.09","19273.44","40957.26","26805.6","27057.29","28146.72","27469.42","43376.48","28209.04","5916.19","57099.4","30215.42","34501.96","91739.95","6813.41","17630.15","4232.97","4982.83","17835.26","22506.57","19408.02","11664.59","35092.18","17869.9","17269.45","27194.01","17682.97","18884.8","19051.56","4589.39","9641.15","5730.25","10884.12","11096.09","9729.16","12124.46","15376.4","15161.36","13429.71","10884.57","9913.96","40122.96","2046.92","8545.3","2149.23","6623.87","9916.45","2378.8","2141.76","4265.54","","","","18220.81","","","3668.96","","","","3140215.16","12956.97","161416.28","665.9","206.44","336.29","25.98","346.27"
"NO TIENE","D","CONTRIBUCIONES","VALOR RECAUDADO","","","","","4383.94","4515.75","4748.96","","","","","","","","","1358.46","4457.5","4580.08","4611.07","","","","","","","","","","1187.9","1240.06","","","2466.22","1291.29","","","","","","","20507.2","21634.07","21790.38","21954.46","22119.78","22339.82","","","","","","6582.26","","","","","","","","","","","","6226.85","","","","","","","","",""
"NO TIENE","D","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1313.1","22891.47","337.46"
