"TIPO CONTRIBUYENTE","SECCIÓN","GRUPO","MeasuresLevel","2020/01 Enero","2020/02 Febrero","2020/03 Marzo","2020/04 Abril","2020/05 Mayo","2020/06 Junio","2020/07 Julio","2020/08 Agosto","2020/09 Septiembre","2020/10 Octubre","2020/11 Noviembre","2020/12 Diciembre","2021/01 Enero","2021/02 Febrero","2021/03 Marzo","2021/04 Abril","2021/05 Mayo","2021/06 Junio","2021/07 Julio","2021/08 Agosto","2021/09 Septiembre","2021/10 Octubre","2021/11 Noviembre","2021/12 Diciembre","2022/01 Enero","2022/02 Febrero","2022/03 Marzo","2022/04 Abril","2022/05 Mayo","2022/06 Junio","2022/07 Julio","2022/08 Agosto","2022/09 Septiembre","2022/10 Octubre","2022/11 Noviembre","2022/12 Diciembre","2023/01 Enero","2023/02 Febrero","2023/03 Marzo","2023/04 Abril","2023/05 Mayo","2023/06 Junio","2023/07 Julio","2023/08 Agosto","2023/09 Septiembre","2023/10 Octubre","2023/11 Noviembre","2023/12 Diciembre","2024/01 Enero","2024/02 Febrero","2024/03 Marzo","2024/04 Abril","2024/05 Mayo","2024/06 Junio","2024/07 Julio","2024/08 Agosto","2024/09 Septiembre","2024/10 Octubre","2024/11 Noviembre","2024/12 Diciembre","2025/01 Enero","2025/02 Febrero","2025/03 Marzo","2025/04 Abril","2025/05 Mayo","2025/06 Junio","2025/07 Julio","2025/08 Agosto","2025/09 Septiembre","2025/10 Octubre","2025/11 Noviembre","2025/12 Diciembre","2026/01 Enero"
"PERSONAS NATURALES","P","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","10478.27","11342.45","5147.82","97.13","1358.59","4041.62","5430.43","4655.52","6272.1","5256.56","8223.2","9374.58","5132.69","7688.43","6093.49","9249.54","5697.55","9669.08","10093.28","5627.47","6668.63","6657.46","7125.8","9729.86","4080.37","8156.33","17648.37","8776.83","6800.59","4692.64","4765.04","9820.22","7510.14","5779.5","7794.45","5797.79","4291.02","2934.68","3184.95","2729.34","1807.31","3081.97","2056.41","1228.07","3337.25","5026.7","820.54","1560.42","1698.9","1375.57","1984.87","3197.43","1012.42","1442.33","7242.79","344.42","428.67","2264.49","199.28","3153.69","79.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.94","1.3"
"PERSONAS NATURALES","P","INTERESES TRIBUTARIOS","VALOR RECAUDADO","15056.97","8471.38","22264.04","3014.12","5994.73","8572.13","6229.81","7416.84","6297.23","5555.63","4265.53","4163.32","7144.46","3151.59","7357.99","14943.37","13103.02","3531.79","6701.58","4273.61","6943.65","2568.91","2313.7","4950.63","6577.82","3484.19","9840.88","8205.43","3775.13","7428.44","5673.37","3317.89","10873.77","4506.52","2463.64","7207.57","4127.07","5031.19","5398.39","8975.61","7481.56","18117.05","7472.77","6750.32","12153.94","8137.98","4339.18","6010.25","2325.08","717.07","2748.96","5209.09","6746.21","3605.15","4656.26","4879.4","4895.96","6709.19","3794.28","5557.86","5468.4","5066.5","6906.41","7893.01","9709.33","12791.57","6289.17","1733.84","2352.43","5126.62","3439.51","8223.86","6499.95"
"PERSONAS NATURALES","P","MULTAS TRIBUTARIAS","VALOR RECAUDADO","94099.86","55989.23","62195.84","31038.81","40395.15","52602.01","77679.1","62499.35","60670.16","54339.39","60649.76","45180.38","51163.76","49950.21","86724.03","54318.56","74508.45","37192.55","61317.21","59612.51","54511.84","36572.24","38299.79","45429.63","61207.31","52550.78","84309.91","64339.18","45046.53","64205.93","42919.95","48930.47","58037.94","39630.65","51411.41","53139.4","67258.65","48709.46","105033.23","79096.3","71420.78","66798.9","66323.61","56798.37","51105.78","35845.42","37253.92","31633.56","34861.35","21375.95","65479.2","69161.64","38520.66","39056.77","69613.23","48307.85","45120.75","43551.02","51341.69","73708.44","83246.49","91190.37","117447.17","92090.94","73711.0","75034.05","121008.45","78919.1","98644.8","79325.83","55006.23","69008.66","93817.69"
"PERSONAS NATURALES","P","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","4499.02","6182.5","1742.5","600.0","720.0","3720.0","3039.93","750.0","2827.47","2710.45","3510.45","940.45","3171.68","4320.45","1141.4","4420.13","1110.45","3150.45","2040.45","2170.45","3165.75","2989.62","3867.82","2815.22","3956.03","1298.76","254587.29","1676.88","1453.0","43064.27","1078.75","3266.28","3031.1","2031.44","19503.33","82677.28","3700.9","2449.97","1300.0","3565.15","5710.0","2490.0","2875.83","5065.46","2060.61","2569.21","13518.34","9043.11","8743.98","10897.9","17350.46","4102.09","8448.91","7122.48","10350.59","13725.86","15092.38","8879.52","8879.01","25892.7","21229.95","12754.74","13910.71","18057.79","14435.25","12720.99","17084.03","13000.16","12170.73","12102.57","8825.88","10216.52","19835.19"
"PERSONAS NATURALES","P","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","856.64","622.46","71.54","446.34","22.88","487.93","1044.64","120.12","3009.24","2275.44","1126.05","570.85","672.5","526.58","1273.7","370.57","619.37","652.38","2083.54","603.98","157.2","914.43","445.03","188.76","107.25","234.6","132.47","178.82","549.26","38.64","201.47","","211.64","188.76","22.9","40.04","919.22","627.17","223.91","592.34","","102.96","1223.73","12.87","5.72","65.92","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","P","SALIDA DE DIVISAS","VALOR RECAUDADO","742.78","1302.48","0.0","","","","","","","160.26","190.0","973.92","0.0","","","5234.07","12261.36","1029.25","440.0","622.21","","","","20414.78","7826.29","1432.0","345.44","209.41","67.0","1928.1","799.43","265.59","1737.61","2171.98","","616.1","16.68","","0.0","0.0","223.99","75709.71","22976.44","8423.82","37520.77","9031.95","4654.78","4912.47","2160.44","1502.19","962.91","1049.17","268.84","1719.18","616.8","","","113.61","79.02","0.0","132.35","","630.62","270.0","85204.83","430848.13","82797.76","11868.26","5576.81","3796.95","1348.78","1925.75","3725.59"
"PERSONAS NATURALES","Q","CONTRIBUCIONES","VALOR RECAUDADO","2533.23","26182.36","1102.77","499.92","2329.96","3800.44","17897.71","18186.75","4009.14","26096.35","29454.89","7444.21","651.69","599.57","877.67","2199.18","784.72","747.86","3335.11","5.3","1590.99","0.0","121.65","0.0","196.89","646.9","1628220.1","39092.92","61960.93","10921.93","30669.9","25176.48","5961.57","16153.58","31959.05","2933.77","9435.28","1.0","95012.69","145.07","11082.93","4700.71","49.59","0.0","2162.73","0.0","9279.06","4743.18","3523.03","10.1","90.0","10.0","","","42853.12","","1436.8","776.9","326.54","","0.0","9764.65","0.0","","0.0","3968.43","","21081.32","1004.91","9839.09","0.0","12402.86","0.0"
"PERSONAS NATURALES","Q","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","Q","IMP ACTIVOS EN EL EXTERIOR","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","IMP MINERAS","VALOR RECAUDADO","","","","","","","0.0","0.0","","","","4624.0","","","2616.0","","","","","","","","","","","","2694.5","","","","","","0.0","","","","","","423.0","","","","25.0","0.0","","","","","","","368.0","","","","","","","0.0","","","","","5433.2","0.0","49.75","13.36","","","0.0","","","",""
"PERSONAS NATURALES","Q","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.63","49.24","","","","89.28","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","607691.93","643158.55","5596741.99","731956.02","609540.15","516140.15","509673.35","485036.2","544876.68","697406.71","470082.69","387756.44","952074.54","851341.49","7577093.69","895952.64","561742.28","583476.9","600590.38","469995.43","414070.4","561066.18","432915.81","450805.25","868027.08","869338.65","8980090.83","990874.23","574323.15","709834.93","483413.0","651322.87","471004.65","378167.65","357304.19","454894.05","571937.52","465374.14","1.137559629E7","1683101.59","646014.02","547192.5","474686.11","407243.01","423125.05","348690.05","534181.2","353198.97","572640.27","846788.83","1.035569472E7","998104.0","612814.93","529254.25","1396531.13","382231.04","345227.66","360993.15","266144.84","349104.45","544748.1","710040.09","9525035.68","1026349.2","748191.68","467128.59","689897.44","491151.05","653704.35","504499.52","362450.3","425223.07","750364.08"
"PERSONAS NATURALES","Q","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","32238.91","39513.93","27430.11","4767.85","12700.57","4286.53","158.4","4976.22","16072.73","9564.69","10224.53","7145.96","12696.71","10437.87","14604.67","3875.73","694.59","67.26","2745.5","4479.82","4254.64","4175.68","1899.34","3605.0","4801.98","4442.71","10502.75","8676.13","24536.61","8540.22","3852.47","17478.95","5045.43","7530.72","19904.61","11128.59","9804.58","5536.74","3547.12","5862.26","15522.61","9840.19","13512.31","12834.53","14206.3","22832.4","15507.71","15636.83","2013.42","11223.7","5818.79","245.31","4395.91","12894.73","19522.46","12023.83","6044.22","13815.16","11836.06","5891.94","10328.34","6568.38","3928.47","15287.78","4489.1","11727.36","8798.47","8234.41","11118.38","10438.36","3203.61","5334.94","12148.75"
"PERSONAS NATURALES","Q","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","713380.09","1020043.69","589522.79","90716.54","258929.92","816263.8","843221.15","799520.26","855658.8","812322.53","779602.35","833638.96","716128.48","1110153.01","1074203.59","858832.65","857306.44","894069.83","854842.86","793155.85","709984.36","593696.4","657328.01","588925.57","546599.17","981280.78","1059112.34","890083.19","871966.58","774951.11","886619.79","918015.01","833237.14","831351.22","659304.07","572248.12","681182.54","1133101.76","1324839.68","1058346.03","1068512.39","975556.3","837538.58","787208.7","744975.92","719990.71","652976.77","616907.11","835409.21","1153667.32","1202996.42","1043303.53","951518.86","806400.22","904634.99","817270.2","729597.87","669412.26","655780.66","625800.04","761875.85","1086590.81","943737.37","941135.18","880216.04","915387.27","894033.08","775459.86","745662.91","685441.99","663908.0","571024.7","778133.99"
"PERSONAS NATURALES","Q","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","321600.97","186042.11","188152.6","134533.09","203656.01","231390.31","227519.07","230697.72","207910.83","202246.25","269898.19","257440.08","409101.85","280204.14","293836.19","263340.9","272925.92","336290.57","377991.03","303701.04","336328.01","278920.71","287946.44","375264.2","516336.78","288769.49","302373.34","275091.89","288841.3","322423.48","332615.79","304199.32","327825.1","259193.19","247595.63","301380.94","482709.87","253582.64","288174.41","274970.86","299624.0","305755.83","406218.05","345925.05","376039.43","329638.33","284941.31","276366.77","510341.23","255421.37","276616.07","295357.26","359710.99","346580.73","435404.64","355365.43","319617.65","328969.79","333208.12","361741.94","510138.6","353588.25","314186.69","326101.98","385513.29","339919.35","447288.0","351153.61","396391.68","399066.87","387657.32","380981.27","737262.09"
"PERSONAS NATURALES","Q","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","10418.47","17559.05","4321.08","262.64","1803.49","8646.66","5898.57","7524.13","4276.14","5026.96","14567.97","12705.98","5125.15","6766.66","7394.04","7578.22","11393.19","13284.26","12055.01","8920.76","7472.69","10352.89","8805.2","14351.79","6143.1","7119.51","10848.73","8378.9","10978.3","8577.85","13218.94","10746.11","6125.99","10506.6","8297.38","10470.05","2031.64","6137.84","4122.96","3048.69","2588.44","1995.71","2325.9","2250.84","4848.13","4899.46","2459.17","2795.97","2806.03","3066.58","1222.54","1559.53","2904.89","700.44","3368.17","478.59","209.42","47.11","938.8","397.58","78.56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","Q","INTERESES TRIBUTARIOS","VALOR RECAUDADO","15094.84","18473.25","23643.21","6417.08","11358.88","8955.41","24176.72","10271.42","7354.51","22515.56","19481.38","6629.41","6447.44","17798.61","19156.96","17361.89","9829.9","15441.47","7685.25","13513.77","3633.87","4743.96","8296.1","17263.51","25395.83","11758.22","20494.58","8546.8","10129.48","18229.93","16913.89","8555.22","13231.54","8927.88","9202.83","10375.71","15686.04","7062.88","23432.68","16008.68","10452.36","21062.99","23026.99","21922.5","14562.08","8837.04","14075.96","9273.89","1462.23","1955.31","5310.92","9156.72","7014.97","2802.42","11739.48","9763.02","8155.78","12931.61","9070.21","21867.53","8012.68","11259.83","53096.24","10704.88","15905.57","25167.27","11840.18","4151.47","3068.92","19973.94","7123.42","12414.64","26298.98"
"PERSONAS NATURALES","Q","MULTAS TRIBUTARIAS","VALOR RECAUDADO","92684.87","69243.55","73073.41","50646.01","72483.78","76920.14","109650.21","72990.19","76062.52","61160.17","57649.58","45972.23","72421.62","74742.93","118320.72","73602.84","56226.01","70746.21","76975.31","69472.31","78589.39","46849.87","43920.81","52713.84","93079.35","67512.8","116318.53","82746.3","73531.29","81440.68","70348.78","65112.8","59986.5","50051.22","58241.88","75460.98","93866.9","65824.65","116804.26","120403.97","88594.2","56534.44","90111.26","103703.05","51021.67","42716.28","43065.43","29868.94","53498.04","23115.72","86854.42","87347.62","62812.25","37474.98","91837.75","69130.39","51480.17","46861.3","54155.32","65644.34","117598.06","94016.13","139768.22","92742.9","85330.66","81371.07","167328.57","91407.96","105707.9","70781.92","51366.62","61801.99","130669.73"
"PERSONAS NATURALES","Q","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","6239.37","1853.63","4195.49","180.0","690.75","2923.47","2010.0","576.26","1716.67","1265.65","1058.56","1110.0","1611.49","1180.0","2450.22","261.55","802.04","2140.8","2114.5","3210.0","3202.6","3450.0","1712.5","1609.31","4213.58","5360.41","26592.77","1020.01","1661.06","182151.24","1975.56","2142.5","2430.12","13118.21","53364.08","170887.11","222477.81","3331.97","5792.54","4501.68","1740.0","3887.86","6449.95","2811.86","2587.26","5160.98","7288.27","3470.29","10913.54","5438.46","5147.1","10097.49","5305.46","6310.81","6861.28","9666.92","12269.73","12265.76","14794.49","14861.38","21625.63","22556.5","10124.4","9287.07","12806.66","13304.54","12411.83","9313.44","10763.23","14982.4","6858.29","10414.44","19852.88"
"PERSONAS NATURALES","Q","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","60.0","10.0","114.5","","","34.31","","183.14","","549.6","2.5","618.3","199.32","47.19","263.26","115.83","","186.12","","35.75","542.43","12.87","8.58","77.22","34.32","17.16","412.2","","0.73","114.5","","30.03","","51.48","515.22","4.29","17.55","25.79","613.1","111.54","47.19","90.15","37.18","60.06","","60.1","357.8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","Q","SALIDA DE DIVISAS","VALOR RECAUDADO","1411.54","631.78","357.76","499.98","","","0.0","","","","","300.0","586.47","17.52","","11884.17","41755.34","1598.06","2751.7","440.25","","","","38994.51","14365.57","2841.21","686.89","102.64","1282.67","242.17","14.59","212.61","260.98","1371.47","93.96","500.0","139.71","0.0","0.0","","5.0","171537.62","60915.36","14460.69","82002.41","18203.99","6759.99","5498.56","3219.06","2538.84","1626.53","1800.23","371.36","332.41","906.06","245.87","674.18","125.36","274.74","427.78","665.32","1752.0","260.01","","216253.17","915765.31","130685.2","22077.76","12027.0","8076.97","3545.84","10119.91","4315.7"
"PERSONAS NATURALES","R","CONTRIBUCIONES","VALOR RECAUDADO","1616.64","1192.85","829.77","","0.0","30.02","361.19","11940.56","2062.09","847.7","290.6","470.32","266.6","0.0","449.67","9124.51","","20.0","805.79","93.31","15.42","55.95","280.0","931.3","1.0","362.04","305863.48","9039.62","53872.02","3.0","0.0","2600.1","0.02","210.69","","151458.1","0.0","29488.93","0.0","","0.0","0.0","0.79","0.0","0.0","35758.67","","0.0","60.96","0.0","0.0","0.0","0.0","","29639.37","","0.0","","","0.0","","0.0","0.0","","1.82","","","","","","20661.42","0.0",""
"PERSONAS NATURALES","R","IMP ACTIVOS EN EL EXTERIOR","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",""
"PERSONAS NATURALES","R","IMP MINERAS","VALOR RECAUDADO","","","8.04","1800.0","0.0","","0.0","1240.0","","","","","0.0","","1240.0","","","","","","0.0","","","","","","1487.5","","","","","","0.0","","","","","","1395.0","180.0","","","","","0.0","","","","","","220.8","","","","0.0","","160.0","","","","","","225.6","","","","","","0.0","","","",""
"PERSONAS NATURALES","R","IMP TIERRAS RURALES","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","R","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","37338.57","36538.32","220600.75","68344.23","44365.82","36034.0","36582.12","30228.51","36495.64","23740.24","101603.46","60816.26","82767.58","68882.37","291101.0","43887.88","37991.1","73708.52","104227.08","43128.73","80495.94","52586.67","118532.05","29425.03","74428.95","40494.7","277587.29","69544.37","33206.69","48479.36","50060.19","222351.14","38645.68","73766.13","57603.14","33709.46","116969.43","62529.01","783961.48","320921.7","143840.73","96621.04","147554.37","71695.33","233861.05","68155.92","42030.1","48022.12","87776.17","96344.89","624934.58","145209.22","266594.67","64901.28","408896.7","50399.5","41520.16","32455.02","54600.38","47574.02","39102.99","58813.43","511310.51","184576.14","730008.3","97624.67","202470.87","120488.78","129374.58","94559.75","63760.03","65946.23","135204.16"
"PERSONAS NATURALES","R","IMPUESTO A LOS CONSUMOS ESPECIALES","VALOR RECAUDADO","25.68","3249.15","5687.88","811.36","484.9","3166.89","179.85","0.0","6402.79","3234.5","","393.6","344.04","","1011.95","1993.83","941.23","","109.26","695.16","1490.48","1196.21","634.23","267.78","2131.88","255.09","","1794.33","144.47","732.35","382.53","2130.61","29995.77","207.82","1.08","152.98","672.2","17.14","7019.72","81.28","839.63","2966.28","0.0","6.0","622.3","220.9","828.25","399.26","973.99","472.99","1885.6","98.81","3336.84","4634.99","427.01","228.78","127.68","1593.42","4788.38","1099.34","104.89","104.89","0.0","3310.35","14.81","2.04","910.02","3.21","46.4","1660.17","271.63","4358.91","1344.38"
"PERSONAS NATURALES","R","IMPUESTO A LOS VEHICULOS MOTORIZADOS","VALOR RECAUDADO","80799.22","119980.42","69199.29","11761.12","22351.47","93356.71","87870.91","91841.23","97674.73","98956.83","87866.04","123197.48","90136.21","121961.5","120734.56","90619.05","97565.85","110397.56","109634.93","84189.62","108778.37","60642.16","91409.15","82400.43","70893.99","117374.79","122914.09","112030.48","95478.01","88149.71","99170.68","107733.2","101397.31","101266.64","84931.84","104806.21","94611.81","155613.89","158741.87","143449.52","135681.55","134757.13","115280.07","119534.72","112803.34","99647.66","91996.2","107859.25","106188.15","183136.42","177935.54","143436.07","121254.45","128927.43","147738.95","134886.83","103695.45","106137.73","97177.64","112605.04","127295.86","186103.8","160064.61","160305.74","129456.07","131417.03","142963.17","134741.51","127354.43","122045.24","99978.12","125428.6","163296.58"
"PERSONAS NATURALES","R","IMPUESTO AL VALOR AGREGADO","VALOR RECAUDADO","92455.65","83122.97","41243.31","19522.21","21972.35","42762.29","35249.81","21509.34","39420.02","41137.66","44531.45","45426.66","62209.87","35306.66","45699.65","38364.48","40380.7","34467.44","72780.38","52861.93","47317.02","48049.56","40268.25","59223.79","84744.51","61523.99","38027.75","63267.4","43557.94","57368.75","84290.4","56979.1","103411.44","86090.54","71860.97","59346.02","149825.73","93629.74","63417.3","61755.68","80181.14","57602.73","119642.61","83414.6","77953.03","91399.7","78087.89","51457.45","321548.04","89434.54","90646.59","70269.37","139457.78","67530.37","273088.91","123286.91","88352.52","106705.98","161913.58","119948.01","281684.98","164097.29","98382.63","110718.41","119140.31","104339.48","144424.6","154766.44","117132.26","133369.43","122826.18","164806.41","211052.13"
"PERSONAS NATURALES","R","IMPUESTOS FOMENTO AMBIENTAL","VALOR RECAUDADO","4995.04","7725.48","3632.74","113.27","902.86","2565.56","2659.17","2738.23","2698.8","2545.32","4263.54","2772.24","1824.98","3901.01","4393.21","3398.31","2491.42","8072.11","5222.59","7100.52","2728.55","3884.9","8475.23","3904.16","1960.24","2540.42","4301.49","3850.33","4788.06","3401.78","3319.86","4046.86","5057.51","4299.56","5060.35","5588.95","899.35","1639.59","3078.5","5556.56","4866.41","1801.12","2267.44","1204.08","5319.81","2729.8","425.75","395.73","1237.31","463.66","1216.64","2619.76","927.35","1442.97","1586.53","242.58","1682.68","706.66","1173.88","933.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PERSONAS NATURALES","R","INTERESES TRIBUTARIOS","VALOR RECAUDADO","9317.89","1617.3","1771.51","3855.16","1015.43","1444.27","1198.59","1322.7","1213.48","1007.18","1136.81","4444.34","2851.96","1150.31","1487.17","1861.76","1394.34","1263.03","2192.93","2270.26","2507.46","1452.59","652.54","2669.89","1561.88","4631.45","1345.26","1716.44","2577.98","1288.46","3254.23","43917.11","2640.48","962.12","1141.62","10120.4","1644.44","3189.06","5205.37","2614.26","36505.97","6095.66","5093.6","2513.28","4572.44","7207.7","3540.48","1475.46","1530.09","245.06","806.09","878.8","1160.05","955.59","2483.37","1878.98","1399.24","1492.09","4730.07","4397.03","1305.3","2566.16","16449.55","7427.96","114479.48","3435.46","2883.02","1311.33","525.73","1474.7","10026.47","2168.77","5512.84"
"PERSONAS NATURALES","R","MULTAS TRIBUTARIAS","VALOR RECAUDADO","30063.35","16920.51","17809.28","8498.41","12877.47","18724.71","22139.26","17901.9","17987.94","14848.09","15018.49","24681.07","13845.57","14739.78","22394.2","16998.97","14734.71","17062.69","15443.92","14524.25","17401.44","20301.03","15669.94","15281.91","17526.84","16195.49","23198.99","20005.3","20070.51","16535.53","12720.21","35676.3","13295.09","14648.46","15431.57","12708.63","19969.9","10793.57","24586.26","21940.33","18627.01","14061.14","18566.61","19926.99","15221.09","15259.09","7545.88","10158.79","9376.01","6740.32","17144.6","13200.58","12320.87","10503.95","19427.45","19043.42","11692.39","14205.59","21741.38","34779.67","23343.25","22584.08","27546.09","23718.99","18520.27","31403.1","32097.36","24196.77","30674.39","23382.55","18187.04","29912.62","26480.68"
"PERSONAS NATURALES","R","OTROS NO TRIBUTARIOS","VALOR RECAUDADO","1664.27","4424.94","3345.0","0.0","120.0","180.0","30.0","4300.0","3210.0","1810.5","360.0","480.0","1170.0","120.0","1403.38","1080.0","540.0","1060.0","840.0","738.5","999.68","823.12","7042.92","1080.85","630.0","485.0","1010.0","868.51","753.68","10891.88","1093.08","1999.79","730.0","56558.33","912.0","570513.47","536.9","1282.96","7977.39","1155.81","2458.59","7458.35","320.87","2889.57","6552.27","568.84","954.69","12600.49","2303.36","2452.45","2690.85","880.0","1210.0","956.5","2106.51","2541.65","11756.82","2994.98","2880.0","4742.5","6330.79","3711.0","4671.03","3847.36","10915.61","6625.32","3550.13","6956.76","2637.56","5157.42","6372.72","2965.42","5234.13"
"PERSONAS NATURALES","R","REGIMEN IMPOSITIVO SIMPLIFICADO","VALOR RECAUDADO","","458.0","151.66","94.38","68.64","47.19","77.48","735.6","140.18","1279.5","808.47","966.19","830.08","150.15","1206.42","1463.87","25.78","68.64","905.63","692.56","298.91","17.16","111.54","420.66","498.08","103.0","81.51","135.29","487.99","153.25","42.91","97.65","1.0","286.16","266.02","17.16","34.03","415.08","485.2","148.36","154.44","137.11","98.67","114.4","12.87","45.8","299.03","17.16","","","","","","","","","","","","","","","","","","","","","","","","",""
"PERSONAS NATURALES","R","SALIDA DE DIVISAS","VALOR RECAUDADO","589.87","700.0","","","","","","","","","","","","","","922.51","3625.4","","0.0","","0.0","325.0","2007.5","4398.06","2275.59","541.46","237.5","71.25","","199.3","1292.5","159.38","250.0","","","","84.0","330.0","46.06","160.32","75.0","11604.07","5330.93","2096.04","3455.66","1975.96","1137.88","851.25","1806.13","306.99","857.37","","1048.0","","123.75","","697.5","","1240.83","","","975.0","","45.0","12241.77","65953.16","17132.79","2922.85","1592.72","530.39","542.66","728.38","2208.24"
"PERSONAS NATURALES","S","CONTRIBUCIONES","VALOR RECAUDADO","46735.34","10162.39","4021.37","166.67","1434.38","46949.38","7263.58","2308.02","15310.77","7742.44","22094.53","6204.83","5564.46","22164.33","2293.01","0.33","947.95","2565.38","4164.47","3767.25","15064.31","885.02","11883.37","522.87","474.71","1493.23","5221152.27","695037.82","480452.16","33548.03","16660.72","63646.53","67270.53","28205.84","174633.97","286203.33","113831.97","283342.75","52629.46","0.0","11560.77","12178.02","33087.95","9958.08","445.72","36896.1","1015.51","0.23","2379.75","464.1","1181.42","700.42","47234.46","67938.97","104612.88","10.0","3430.65","0.0","0.0","16607.29","","31369.12","647.99","2237.2","1881.87","10987.6","442.0","0.27","18046.21","14139.62","43363.61","331.59","1204.32"
"PERSONAS NATURALES","S","DEPURACION","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0",""
"PERSONAS NATURALES","S","IMP ACTIVOS EN EL EXTERIOR","VALOR RECAUDADO","","","","","","","0.0","","","","0.0","","0.0","","","","0.0","","","0.0","","","0.0","","0.0","","","","","","","0.0","","","","0.0","","","","","","","","","","","","","","","","0.0","","","","","","","","","","0.0","","0.0","","","0.0","2.5","","","15.0","2.5","5.0"
"PERSONAS NATURALES","S","IMP MINERAS","VALOR RECAUDADO","27.45","","1007.1","","","","","","624.75","","","0.0","7.7","","613.34","11521.58","","198.73","","","0.0","7341.04","","","","72.0","7000.67","","34.0","","32.0","","48.07","21.25","","","","0.0","355.5","","7307.44","24.79","0.0","225.0","","","","","","","285.2","","","","0.0","","0.0","","","","","227098.17","235.0","345.55","","","","","0.0","","","",""
"PERSONAS NATURALES","S","IMP.ING EXTRAORD. RECUR.NO RENO","VALOR RECAUDADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"PERSONAS NATURALES","S","IMPUESTO A LA RENTA GLOBAL","VALOR RECAUDADO","366441.46","957225.8","8300065.1","425920.32","554573.64","449920.8","1297889.1","375368.94","259121.92","259698.1","289972.15","343753.71","764183.28","935786.02","6627112.59","414945.55","367744.74","373356.95","424098.38","271340.24","249638.45","486073.17","380457.18","280526.04","637865.34","469114.14","7974137.62","538052.81","341549.13","234230.89","212984.29","669814.74","217230.71","259908.56","207224.37","616190.75","216360.33","358618.14","1.532735469E7","4469654.92","2160055.71","574097.18","588380.47","488198.79","718626.44","619163.32","322799.7","2075809.96","692597.15","927680.53","1.436133655E7","1533485.12","2173112.45","974073.89","2017647.15","591685.42","7763794.97","425841.93","618626.5","669215.04","1136978.02","569721.82","1.186667021E7","1358486.76","3275712.88","823848.17","607563.52","416203.75","740482.94","899661.78","391954.97","598931.86","441232.11"
